0.0,0.0
0.0,0.08
0.0,0.16
0.0,0.24
0.0,0.32
0.0,0.4
0.0,0.48
0.0,0.56
0.08,0.56
0.16,0.56
0.24,0.56
0.32,0.56
0.4,0.56
0.48,0.56
0.56,0.56
0.64,0.56
0.72,0.56
0.8,0.56
0.88,0.56
0.96,0.56
1.04,0.56
1.12,0.56
1.2,0.56
1.28,0.56
1.36,0.56
1.36,0.64
1.36,0.72
1.36,0.8
1.36,0.88
1.36,0.96
1.36,1.04
1.36,1.12
1.36,1.2
1.36,1.28
1.36,1.36
1.36,1.44
1.36,1.52
1.36,1.6
1.28,1.6
1.2,1.6
1.12,1.6
1.04,1.6
0.96,1.6
0.88,1.6
0.8,1.6
0.72,1.6
0.64,1.6
0.64,1.68
0.64,1.76
0.64,1.84
0.64,1.92
0.64,2.0
0.64,2.08
0.64,2.16
0.64,2.24
0.64,2.32
0.64,2.4
0.64,2.48
0.64,2.56
0.72,2.56
0.8,2.56
0.88,2.56
0.96,2.56
1.04,2.56
1.12,2.56
1.2,2.56
1.28,2.56
1.36,2.56
1.44,2.56
1.52,2.56
1.6,2.56
1.68,2.56
1.76,2.56
1.84,2.56
1.92,2.56
2.0,2.56
2.08,2.56
2.16,2.56
2.24,2.56
2.32,2.56
2.4,2.56
2.4,2.64
2.4,2.72
2.4,2.8000000000000003
2.4,2.88
2.4,2.96
2.4,3.04
2.4,3.12
2.4,3.2
2.4,3.2800000000000002
2.4,3.36
2.4,3.44
2.4,3.52
2.4,3.6
2.48,3.6
2.56,3.6
2.64,3.6
2.72,3.6
2.8000000000000003,3.6
2.88,3.6
2.96,3.6
3.04,3.6
3.12,3.6
3.2,3.6
3.2800000000000002,3.6
3.36,3.6
3.44,3.6
3.44,3.68
3.44,3.7600000000000002
3.44,3.84
3.44,3.92
3.44,4.0
3.44,4.08
3.44,4.16
3.44,4.24
3.44,4.32
3.44,4.4
3.44,4.48
3.44,4.5600000000000005
3.44,4.64
3.44,4.72
3.44,4.8
3.44,4.88
3.44,4.96
3.44,5.04
3.44,5.12
3.44,5.2
3.44,5.28
3.44,5.36
3.44,5.44
3.44,5.5200000000000005
3.44,5.6000000000000005
3.52,5.6000000000000005
3.6,5.6000000000000005
3.68,5.6000000000000005
3.7600000000000002,5.6000000000000005
3.84,5.6000000000000005
3.92,5.6000000000000005
4.0,5.6000000000000005
4.08,5.6000000000000005
4.16,5.6000000000000005
4.24,5.6000000000000005
4.32,5.6000000000000005
4.4,5.6000000000000005
4.48,5.6000000000000005
4.5600000000000005,5.6000000000000005
4.64,5.6000000000000005
4.72,5.6000000000000005
4.8,5.6000000000000005
4.88,5.6000000000000005
4.96,5.6000000000000005
5.04,5.6000000000000005
5.12,5.6000000000000005
5.2,5.6000000000000005
5.28,5.6000000000000005
5.36,5.6000000000000005
5.44,5.6000000000000005
5.5200000000000005,5.6000000000000005
5.6000000000000005,5.6000000000000005
