0.0,0.0,5,1.5707963267948966,0.0,0.0
0.0,0.08,5,1.5707963267948966,0.0,0.0
0.0,0.16,5,1.5707963267948966,0.0,0.0
0.0,0.24,5,1.5707963267948966,0.0,0.0
0.0,0.32,5,1.5707963267948966,0.0,0.0
0.0,0.4,5,1.5707963267948966,0.0,0.0
0.0,0.48,5,1.5707963267948966,0.0,0.0
0.0,0.56,5,0.0,0.0,0.0
0.08,0.56,5,0.0,0.0,0.0
0.16,0.56,5,0.0,0.0,0.0
0.24,0.56,5,0.0,0.0,0.0
0.32,0.56,5,0.0,0.0,0.0
0.4,0.56,5,0.0,0.0,0.0
0.48,0.56,5,0.0,0.0,0.0
0.56,0.56,5,0.0,0.0,0.0
0.64,0.56,5,0.0,0.0,0.0
0.72,0.56,5,0.0,0.0,0.0
0.8,0.56,5,0.0,0.0,0.0
0.88,0.56,5,0.0,0.0,0.0
0.96,0.56,5,0.0,0.0,0.0
1.04,0.56,5,0.0,0.0,0.0
1.12,0.56,5,0.0,0.0,0.0
1.2,0.56,5,0.0,0.0,0.0
1.28,0.56,5,0.0,0.0,0.0
1.36,0.56,5,1.5707963267948966,0.0,0.0
1.36,0.64,5,1.5707963267948966,0.0,0.0
1.36,0.72,5,1.5707963267948966,0.0,0.0
1.36,0.8,5,1.5707963267948966,0.0,0.0
1.36,0.88,5,1.5707963267948966,0.0,0.0
1.36,0.96,5,1.5707963267948966,0.0,0.0
1.36,1.04,5,1.5707963267948966,0.0,0.0
1.36,1.12,5,1.5707963267948966,0.0,0.0
1.36,1.2,5,1.5707963267948966,0.0,0.0
1.36,1.28,5,1.5707963267948966,0.0,0.0
1.36,1.36,5,1.5707963267948966,0.0,0.0
1.36,1.44,5,1.5707963267948966,0.0,0.0
1.36,1.52,5,1.5707963267948966,0.0,0.0
1.36,1.6,5,3.141592653589793,3.141592653589793,0.0
1.28,1.6,5,3.141592653589793,3.141592653589793,0.0
1.2,1.6,5,3.141592653589793,3.141592653589793,0.0
1.12,1.6,5,3.141592653589793,3.141592653589793,0.0
1.04,1.6,5,3.141592653589793,3.141592653589793,0.0
0.96,1.6,5,3.141592653589793,3.141592653589793,0.0
0.88,1.6,5,3.141592653589793,3.141592653589793,0.0
0.8,1.6,5,3.141592653589793,3.141592653589793,0.0
0.72,1.6,5,3.141592653589793,3.141592653589793,0.0
0.64,1.6,5,1.5707963267948966,0.0,0.0
0.64,1.68,5,1.5707963267948966,0.0,0.0
0.64,1.76,5,1.5707963267948966,0.0,0.0
0.64,1.84,5,1.5707963267948966,0.0,0.0
0.64,1.92,5,1.5707963267948966,0.0,0.0
0.64,2.0,5,1.5707963267948966,0.0,0.0
0.64,2.08,5,1.5707963267948966,0.0,0.0
0.64,2.16,5,1.5707963267948966,0.0,0.0
0.64,2.24,5,1.5707963267948966,0.0,0.0
0.64,2.32,5,1.5707963267948966,0.0,0.0
0.64,2.4,5,1.5707963267948966,0.0,0.0
0.64,2.48,5,1.5707963267948966,0.0,0.0
0.64,2.56,5,0.0,0.0,0.0
0.72,2.56,5,0.0,0.0,0.0
0.8,2.56,5,0.0,0.0,0.0
0.88,2.56,5,0.0,0.0,0.0
0.96,2.56,5,0.0,0.0,0.0
1.04,2.56,5,0.0,0.0,0.0
1.12,2.56,5,0.0,0.0,0.0
1.2,2.56,5,0.0,0.0,0.0
1.28,2.56,5,0.0,0.0,0.0
1.36,2.56,5,0.0,0.0,0.0
1.44,2.56,5,0.0,0.0,0.0
1.52,2.56,5,0.0,0.0,0.0
1.6,2.56,5,0.0,0.0,0.0
1.68,2.56,5,0.0,0.0,0.0
1.76,2.56,5,0.0,0.0,0.0
1.84,2.56,5,0.0,0.0,0.0
1.92,2.56,5,0.0,0.0,0.0
2.0,2.56,5,0.0,0.0,0.0
2.08,2.56,5,0.0,0.0,0.0
2.16,2.56,5,0.0,0.0,0.0
2.24,2.56,5,0.0,0.0,0.0
2.32,2.56,5,0.0,0.0,0.0
2.4,2.56,5,1.5707963267948966,0.0,0.0
2.4,2.64,5,1.5707963267948966,0.0,0.0
2.4,2.72,5,1.5707963267948966,0.0,0.0
2.4,2.8000000000000003,5,1.5707963267948966,0.0,0.0
2.4,2.88,5,1.5707963267948966,0.0,0.0
2.4,2.96,5,1.5707963267948966,0.0,0.0
2.4,3.04,5,1.5707963267948966,0.0,0.0
2.4,3.12,5,1.5707963267948966,0.0,0.0
2.4,3.2,5,1.5707963267948966,0.0,0.0
2.4,3.2800000000000002,5,1.5707963267948966,0.0,0.0
2.4,3.36,5,1.5707963267948966,0.0,0.0
2.4,3.44,5,1.5707963267948966,0.0,0.0
2.4,3.52,5,1.5707963267948966,0.0,0.0
2.4,3.6,5,0.0,0.0,0.0
2.48,3.6,5,0.0,0.0,0.0
2.56,3.6,5,0.0,0.0,0.0
2.64,3.6,5,0.0,0.0,0.0
2.72,3.6,5,0.0,0.0,0.0
2.8000000000000003,3.6,5,0.0,0.0,0.0
2.88,3.6,5,0.0,0.0,0.0
2.96,3.6,5,0.0,0.0,0.0
3.04,3.6,5,0.0,0.0,0.0
3.12,3.6,5,0.0,0.0,0.0
3.2,3.6,5,0.0,0.0,0.0
3.2800000000000002,3.6,5,0.0,0.0,0.0
3.36,3.6,5,0.0,0.0,0.0
3.44,3.6,5,1.5707963267948966,0.0,0.0
3.44,3.68,5,1.5707963267948966,0.0,0.0
3.44,3.7600000000000002,5,1.5707963267948966,0.0,0.0
3.44,3.84,5,1.5707963267948966,0.0,0.0
3.44,3.92,5,1.5707963267948966,0.0,0.0
3.44,4.0,5,1.5707963267948966,0.0,0.0
3.44,4.08,5,1.5707963267948966,0.0,0.0
3.44,4.16,5,1.5707963267948966,0.0,0.0
3.44,4.24,5,1.5707963267948966,0.0,0.0
3.44,4.32,5,1.5707963267948966,0.0,0.0
3.44,4.4,5,1.5707963267948966,0.0,0.0
3.44,4.48,5,1.5707963267948966,0.0,0.0
3.44,4.5600000000000005,5,1.5707963267948966,0.0,0.0
3.44,4.64,5,1.5707963267948966,0.0,0.0
3.44,4.72,5,1.5707963267948966,0.0,0.0
3.44,4.8,5,1.5707963267948966,0.0,0.0
3.44,4.88,5,1.5707963267948966,0.0,0.0
3.44,4.96,5,1.5707963267948966,0.0,0.0
3.44,5.04,5,1.5707963267948966,0.0,0.0
3.44,5.12,5,1.5707963267948966,0.0,0.0
3.44,5.2,5,1.5707963267948966,0.0,0.0
3.44,5.28,5,1.5707963267948966,0.0,0.0
3.44,5.36,5,1.5707963267948966,0.0,0.0
3.44,5.44,5,1.5707963267948966,0.0,0.0
3.44,5.5200000000000005,5,1.5707963267948966,0.0,0.0
3.44,5.6000000000000005,5,0.0,0.0,0.0
3.52,5.6000000000000005,5,0.0,0.0,0.0
3.6,5.6000000000000005,5,0.0,0.0,0.0
3.68,5.6000000000000005,5,0.0,0.0,0.0
3.7600000000000002,5.6000000000000005,5,0.0,0.0,0.0
3.84,5.6000000000000005,5,0.0,0.0,0.0
3.92,5.6000000000000005,5,0.0,0.0,0.0
4.0,5.6000000000000005,5,0.0,0.0,0.0
4.08,5.6000000000000005,5,0.0,0.0,0.0
4.16,5.6000000000000005,5,0.0,0.0,0.0
4.24,5.6000000000000005,5,0.0,0.0,0.0
4.32,5.6000000000000005,5,0.0,0.0,0.0
4.4,5.6000000000000005,5,0.0,0.0,0.0
4.48,5.6000000000000005,5,0.0,0.0,0.0
4.5600000000000005,5.6000000000000005,5,0.0,0.0,0.0
4.64,5.6000000000000005,5,0.0,0.0,0.0
4.72,5.6000000000000005,5,0.0,0.0,0.0
4.8,5.6000000000000005,5,0.0,0.0,0.0
4.88,5.6000000000000005,5,0.0,0.0,0.0
4.96,5.6000000000000005,5,0.0,0.0,0.0
5.04,5.6000000000000005,5,0.0,0.0,0.0
5.12,5.6000000000000005,5,0.0,0.0,0.0
5.2,5.6000000000000005,5,0.0,0.0,0.0
5.28,5.6000000000000005,5,0.0,0.0,0.0
5.36,5.6000000000000005,5,0.0,0.0,0.0
5.44,5.6000000000000005,5,0.0,0.0,0.0
5.5200000000000005,5.6000000000000005,5,0.0,0.0,0.0
5.6000000000000005,5.6000000000000005,5,0.0,0.0,0.0
